143,[qry]请问在宿舍免费用的15G流量在哪里看自己用了多少呢,[ans]auth.xjtu.edu.cn
144,[qry]网管你好，我办理学校网络套餐（联通），在（宿舍/教室/图书馆）使用（学校无线（XJTU-WLAN）)&#44;无法使用，出现问题（错误代码E2901），我的账号是（2201420604），麻烦哪位网管有空能帮我看看解答一下。 ,[ans]WLAN是老师用的
145,[qry]谁知道自动交通大学交网费的密码是啥啊,[ans]初始应该是888888
146,[qry]请问STU流量限制是多少,[ans]跟你认证的时候的选择有关系，你要是选教育网，就是15G；要是选的是你的套餐对应的运营商，而且套餐是不限流量的话，就无限制
147,[qry]电子邮箱的用户名是啥,[ans]移动交大，我的账号那里看，需要补全的话自己起个用户名
148,[qry]请问stu wifi是正常的，今天连网一直提示：无响应数据，是怎么回事呀，大一买的，一直在用,[ans]stu要运营商套餐才能用的，套餐失效了无线也就没了，100块入网 无线只有lib和现阶段宿舍stu
149,[qry]请问套餐失效在哪里继续购买呢,[ans]nethelp.xjtu.edu.cn
150,[qry]求救，网信中心进去一进入选择套餐就是TOKEN失效，百度找不到什么解决办法,[ans]改一下密码，然后回去刷新
151,[qry]请问刚入网 无法选择套餐是什么原因，需要等待一段时间吗,[ans]修改一下上网密码，然后等几分钟再看
152,[qry]老师，想问一下macOS 10.15怎么用新的VPN服务啊，登录账户时候提示说更新，但是打开的链接无法下载,[ans]打开的链接无法下载，这个换浏览器可以试试
153,[qry]求问，怎么把现在的套餐退了，重新买其他的套餐，当前套餐太慢了,[ans]联系新路客服，wenet公众号
154,[qry]为啥wifi有网，斗鱼却看不了直播,[ans]有网但部分应用不正常，换DNS通常能解决问题
155,[qry]请问交电费在哪交,[ans]app上面
156,[qry]图书馆的wifi用户名后缀是多少啊，我忘了,[ans]xjtulib
157,[qry]学校软件中心的福昕阅读器怎么激活啊,[ans]在“永久激活”下面的文本框内输入秘钥，然后点击“激活按钮”，此激活秘钥只能在学校内网络执行激活操作。
158,[qry]为什么用学校的网会有打不开别的网校的课程的情况,[ans]建议尝试修改一下DNS，比如114.114.114.114
159,[qry]请问主楼连不上网应该怎么解决呀,[ans]教学区限制一台设备，换设备需要手动下线或者关WiFI等15min左右
160,[qry]请问从学校网信下的office怎么激活吖,[ans]安装正版激活平台即可
161,[qry]问下新办理的移动套餐是立即生效吗，我怎么登不上去了,[ans]似乎是一天来着
162,[qry]请问西区学生能在东区用自己账号上学生网吗,[ans]可以
163,[qry]请问学校网络信息中心下的office怎么激活,[ans]交大官网有教程
164,[qry]想问一下，交大邮箱的名称可以改吗,[ans]不可以
165,[qry]问下咱们学校的ipv6是slaac还是dhcp,[ans]slaac吧
166,[qry]请问网坏了怎么报修,[ans]微信公众号XJTUANA
167,[qry]求问，我连接学校的stu无线，不能跳转网页输入用户名和密码页面,[ans]不跳转可以手动在浏览器地址栏输入10.6.18.2
168,[qry]请问手机能连接到宿舍stu 但电脑搜不到是为什么,[ans]换网卡
169,[qry]宿舍网总是断断续续连不上咋办,[ans]那在西交报修里面报修一下
170,[qry]请问学校给发的邮箱要怎么登录啊,[ans]stu.xjtu.edu.cn 这里登陆
171,[qry]套餐在哪办理,[ans]nethelp.xjtu.edu.cn
172,[qry]手机连wifi可以,[ans]有线没网：最大并发设备为三个，即同时能上网的设备数量最多为三，多了无法上网
173,[qry]校园网无法登录Steam、加载不了好友列表、商店连不上,[ans]教育网不稳定
174,[qry]C区无法上网,[ans]有可能因私自接路由器而导致账号被封禁
175,[qry]无线网网络拒绝接入是什么故障,[ans]一般是信号不好，可以离近了试一下。电脑用户查杀电脑病毒，关闭无用软件，半个小时后再试。
176,[qry]套餐无法购买,[ans]auth.xjtu.edu.cn改一下密码
177,[qry]教学区STU无线网连不上,[ans]限制同时最多一台设备在线
178,[qry]1x和WLAN连不上,[ans]只有教职工可以使用
179,[qry]主楼的网需要在哪里买套餐才能用,[ans]nethelp.xjtu.edu.cn
180,[qry]输入账号和密码提示不正确,[ans]可能密码过于长或者含特殊字符
181,[qry]学校的正版软件网站是什么,[ans]ms.xjtu.edu.cn
182,[qry]网络突然不能用,[ans]检查账号是否欠费，路由器后台账号后面有没有加后缀，或者是买了套餐但未使用
183,[qry]运营商拨号后缀,[ans]yd lt dx
184,[qry]10.6.11.2上不去,[ans]先考虑清除浏览器缓存，不然重启
185,[qry]学生邮箱收不到邮件,[ans]交大邮箱有延迟或者吞邮件的现象，等待一段时间
186,[qry]连宽带也玩不了外服游戏,[ans]移动对端游外服不友好
187,[qry]上个月的套餐没到期，买了新的怎么就直接新的生效了？,[ans]去wenet公众号问下客服吧
188,[qry]去哪交入网费,ans]移动交通大学app
189,[qry]打不开登录网站,[ans]手动打开，网址为10.180.0.1
190,[qry]请问，交网费时的订单编号是什么？没买套餐,[ans]不需要输入订单，进去直接支付
191,[qry]登录设备不够用怎么办？,[ans]暂时下线不用的设备
192,[qry]请问在哪个页面找正版软件那些呀,[ans]网信中心官网
193,[qry]打不开验证界面,[ans]重启电脑试试
194,[qry]校园网怎么登录呢!,[ans]忘记密码重新登陆
195,[qry]宿舍stu之后要收费是如何收费呢,[ans]走校园网免费15G，15-40，1G一块，40-50，1G两块，超了不再收费
196,[qry]请问一下安装office和visio冲突该怎么解决,[ans]安装一个包会自动删除另一个的包
197,[qry]网管你好，我办理学校移动网络套餐在宿舍使用路由器时电源灯正常，网口灯不亮，我的账号是2213712881，麻烦哪位网管有空帮我看看,[ans]一个宿舍只有一个口可以用，先换个床位/网线试试
198,[qry]请问一下在wenet微信公众号上买了套餐没收到兑换码怎么解决,[ans]找wenet客服
199,[qry]浏览图书馆学位论文，打开论文详情页面，但是找不到“在线阅读”按钮是咋回事儿呢,[ans]好像不能在线阅读
200,[qry]请问学校邮箱毕业后还能用吗？,[ans]可以
201,[qry]安装EasyConnect软件后不断有弹出窗口出现，无法正常登陆,[ans]下载修复工具试试
202,[qry]请问图书馆的网怎么连,[ans]学号后面加@xjtulib
203,[qry]兴庆校区的1x-5g网络为啥搜不到了,[ans]1x是给老师用的/合并了
204,[qry]连不上xjtu-stu,[ans]xjtustu限一个，断开原来的要等10到15分钟新的才能上
205,[qry]兄弟们电子邮箱登陆老显示密码强度不够要修改咋办,[ans]改呗
206,[qry]登录的时候提示账号过期… 不知道是咋回事!,[ans]等老师处理
207,[qry]我想问下，手机能连上网，但是电脑动不动就是无法连接到网络，或者无internet开放，这是为什么呀,[ans]有可能是信号不好，先去客厅连看看情况有没有改善，可以报修让师傅调一下信号
